mapid,name,category1,category2,address,short_description,url,geom,geo_local_area,longitude,latitude
GCP250,At Risk Youth Housing Food Security and,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090729997585, 49.2796399862203], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090729997585,49.2796399862203
GCP280,Electric Vehicle Charging Station,City projects,Clean-Air,160 Water Street,"EasyPark Lot 31. The stall at Lot 31 is located on Level 6 on the Water Street side, to the left of the elevator lobby.",http://www.plugshare.com/?location=2798,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1081674, 49.28417272], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1081674,49.28417272
GCP300,Electric Vehicle Charging Station,City projects,Clean-Air,701 W Georgia St,Pacific Centre. 2 electric charge stations. Part of FCM funded trial.,http://www.plugshare.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1183849, 49.2830726], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1183849,49.2830726
GCP316,Community Garden,Private projects,Local-Food,999  Charleson St,Charleson Park,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1239244, 49.26670921], 'type': 'Point'}, 'properties': {}}",Fairview,-123.1239244,49.26670921
GCP344,Community Garden,Private projects,Local-Food,3554 Sparrow Place,Matheson Heights Housing Coop,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0262789, 49.21312391], 'type': 'Point'}, 'properties': {}}",Killarney,-123.0262789,49.21312391
GCP353,Community Garden,Private projects,Local-Food,1200  Parker St,Purple Thistle Garden I,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0779969, 49.27580206], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.0779969,49.27580206
GCP361,Community Garden,Private projects,Local-Food,5332   Windsor St,UP! Elgin community garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0839809, 49.23647095], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.0839809,49.23647095
GCP362,Community Garden,Private projects,Local-Food,151 W 1st  Ave,Village on False Creek,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1089967, 49.27030039], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1089967,49.27030039
GCP400,Food Scraps Drop off at Farmers Markets,Private projects,Local-Food,1100 Block of Comox Street across from Nelson Park at Mole Hill,West End Farmers Market Saturdays 9am-2pm. End Oct 19.,http://foodscrapsdropspot.tumblr.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.130677, 49.28267161], 'type': 'Point'}, 'properties': {}}",West End,-123.130677,49.28267161
GCP085,Community orchards,City projects,Local-Food,3201 New Brighton Rd,"At New Brighton Park, 50 fruit trees.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=75,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0415246, 49.29059541], 'type': 'Point'}, 'properties': {}}",Hastings-Sunrise,-123.0415246,49.29059541
GCP105,Strathcona Business Improvement Associat,Greenest City Fund Project,Green-Economy,1222 E Hastings St,2012 Greenest City Community grant fund project. For the Development of a Green hub for surrounding businesses to become more environmentally sustainable.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.078216, 49.28128602], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.078216,49.28128602
GCP110,Sole Food Farms - urban farms,Private projects,Local-Food,Main and 1st,1 of 4 Sole Food Urban Farms producing local produce and providing jobs for people with barriers.,http://solefoodfarms.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100487004041, 49.2726309938827], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.100487004041,49.2726309938827
GCP114,Food Scraps Drop off at Farmers Markets,Private projects,Local-Food,1019 Broughton St,Gordon Neighbourhood House Saturdays 10am-12pm,http://foodscrapsdropspot.tumblr.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133759987603, 49.2855044861057], 'type': 'Point'}, 'properties': {}}",West End,-123.133759987603,49.2855044861057
GCP129,Windermere Organic Garden Committee,Greenest City Fund Project,Local-Food,3155 E 27 Av,2012 Greenest City Community grant fund project. To help build Windermere Secondary Community Garden.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.036666995955, 49.2462861133489], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.036666995955,49.2462861133489
GCP138,Windermere Secondary,Greenest City Fund Project,Local-Food,3155 E 27 Av,2012 Greenest City Generation Green grant project.  To expand and add to an organic garden to enable students to produce enough food to sell to the school cafeteria.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.036666995955, 49.2462861133489], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.036666995955,49.2462861133489
GCP156,Community Seasonal Food Celebrations,Greenest City Fund Project,Local-Food,"Cedar Cottage, Kensington and Hastings-Sunrise","Kensington, Cedar Cottage - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.059399999861, 49.2581199952638], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.059399999861,49.2581199952638
GCP158,Garden School,Greenest City Fund Project,Local-Food,"Cedar Cottage, Kensington and Hastings-Sunrise","Kensington, Cedar Cottage - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0589514, 49.25848356], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.0589514,49.25848356
GCP170,Community Garden,Greenest City Fund Project,Local-Food,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133759992341, 49.285520000529], 'type': 'Point'}, 'properties': {}}",West End,-123.133759992341,49.285520000529
GCP190,Neighbourhood Composter,Greenest City Fund Project,Zero-Waste,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157249979055, 49.2652599912512], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157249979055,49.2652599912512
GCP015,LEED Gold Canada for Existing Buildings:,Private projects,Green-Buildings,666 Burrard St,Park Place,http://www.cagbc.org/Content/NavigationMenu/Programs/LEED/ProjectProfilesandStats/default.htm,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1191367, 49.28528046], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1191367,49.28528046
GCP046,iGo,City Studio Project,Green-Transportation,Hornby and Seaside,Spring 2013 City Studio Project - iGo fills gaps in the cycling network with signage and street paint,http://citystudiovancouver.com/projects/igo-filling-gap-in-the-cycling-network/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133726, 49.2749122], 'type': 'Point'}, 'properties': {}}",Downtown,-123.133726,49.2749122
GCP052,Compost Collective,City Studio Project,Zero-Waste,1800 Spyglass Pl,Fall 2012 City Studio Project - 3 food scraps diversion pilot projects in multi-family buildings.,http://citystudiovancouver.com/projects/compost-collective/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1157045, 49.27031568], 'type': 'Point'}, 'properties': {}}",Fairview,-123.1157045,49.27031568
GCP016,LEED Gold Building Certified 2012,City projects,Green-Buildings,85 W 1st AV,The Salt Building,http://www.vancitybuzz.com/2012/03/vancouvers-salt-building-a-southeast-false-creek-landmark/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1063668, 49.27070318], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1063668,49.27070318
GCP026,LEED Gold Building Certified 2010,Private projects,Green-Buildings,1633 Ontario St,Millennium Water- 1633 Ontario Street (Parcel 10),http://www.millenniumdevelopment.com/Olympic-Village/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1045843, 49.27150858], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1045843,49.27150858
GCP065,Vancouver Area Cycling,Greenest City Fund Project,Green-Transportation,3 W 3rd Av,2012 Greenest City Community Grant Fund project. To create bicycle skills course for low-income individuals.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1047715, 49.26833379], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1047715,49.26833379
GCP066,Mount Pleasant Neighbourhood House,Greenest City Fund Project,Zero-Waste,800 E Broadway,2012 Greenest City Community Grant Fund project. A project for multi-unit residential waste diversion.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0870213, 49.26232624], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.0870213,49.26232624
GCP074,Community orchards,City projects,Local-Food,7402 Ross Street,"At Ross Park, 15 new fruit trees were planted in 2011.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=188,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0830796, 49.2155074], 'type': 'Point'}, 'properties': {}}",Sunset,-123.0830796,49.2155074
GCP076,Community orchards,City projects,Local-Food,390 E 36th Avenue,"At Cartier Park, 6 apple trees were planted in 2011.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=162,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0972126, 49.23804106], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.0972126,49.23804106
GCP078,Traynor-Mayor Residence,Private projects,Green-BuildingsLocal-Food,3839 Ontario St,Passive House single-family home development,http://www.kingdombuilders.ca/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.105103, 49.247715], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.105103,49.247715
GCP088,Community Garden,Private projects,Local-Food,2267 and 2277 E 24th Ave,C.R.O.W.S. Community Garden began in 2010 and now has about 30 members.,http://crowspoint.org,"{'type': 'Feature', 'geometry': {'coordinates': [-123.058509, 49.24909], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.058509,49.24909
GCP101,Tree City Canada Association,Greenest City Fund Project,Access-to-Nature,#110-1555 Charles Street,2012 Greenest City Community grant fund recipient.  To support residents and business to plant trees on private property.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0718935, 49.27308575], 'type': 'Point'}, 'properties': {}}",Grandview-Woodland,-123.0718935,49.27308575
GCP124,Fresh Roots Urban Farm Society & School,Greenest City Fund Project,Local-Food,333 Terminal AV,2012 Greenest City Community grant fund project. To develop schoolyard market gardens at Vancouver Technical and David Thompson Secondaries.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.095807990219, 49.2721812959632], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.095807990219,49.2721812959632
GCP128,Westside Food Collaborative,Greenest City Fund Project,Local-Food,3683 W 4th Av,2012 Greenest City  Community grant fund project. Feasibility study for mobile produce market.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1853605, 49.26867146], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.1853605,49.26867146
GCP137,McCreary Youth Advisory & Action Council,Greenest City Fund Project,Green-Transportation,3552 E Hastings St,2012 Greenest City Generation Green grant project. WE-CYCLE: Youth Cycle for Greener Transportation.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0271819, 49.28110006], 'type': 'Point'}, 'properties': {}}",Hastings-Sunrise,-123.0271819,49.28110006
GCP141,The Magic Roundabout,Greenest City Fund Project,Lighter-Footprint,South Van - Collingwood,South Van - Collingwood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.039012003054, 49.2442923041365], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.039012003054,49.2442923041365
GCP151,Beautifying Fraser Street,Greenest City Fund Project,Access-to-Nature,South Van - Collingwood,South Van - Collingwood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.039025991314, 49.244265012789], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.039025991314,49.244265012789
GCP164,Community Mural,Greenest City Fund Project,Lighter-Footprint,"Cedar Cottage, Kensington and Hastings-Sunrise","Kensington, Cedar Cottage - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.059350005348, 49.258169989328], 'type': 'Point'}, 'properties': {}}",Kensington-Cedar Cottage,-123.059350005348,49.258169989328
GCP176,Organic rooftop garden,Greenest City Fund Project,Local-Food,West End,West End Neighbourhood - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.133794975042, 49.2855299962139], 'type': 'Point'}, 'properties': {}}",West End,-123.133794975042,49.2855299962139
GCP192,LocoMotoArt Events,Greenest City Fund Project,Lighter-Footprint,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157209976883, 49.2653999939343], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157209976883,49.2653999939343
GCP203,Community Bike Pick-up recycling program,Greenest City Fund Project,Zero-Waste,Kitsilano,Kitsilano Neighbourhood House - Greenest City Small grants 2012 project.,http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.157219995108, 49.2653099850074], 'type': 'Point'}, 'properties': {}}",Kitsilano,-123.157219995108,49.2653099850074
GCP208,Ten Vancouver Earth Walks,Greenest City Fund Project,Lighter-Footprint,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100014004434, 49.2471800104798], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100014004434,49.2471800104798
GCP210,Community Garden,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100110009897, 49.2470400031973], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100110009897,49.2470400031973
GCP218,Green Block Dinner & Discussion,Greenest City Fund Project,Lighter-Footprint,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.10004000116, 49.247180009922], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.10004000116,49.247180009922
GCP220,Medicinal Herb Garden,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100110002569, 49.247017010514], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100110002569,49.247017010514
GCP224,Green Initiatives Block Party,Greenest City Fund Project,Lighter-Footprint,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100129993838, 49.2471300057843], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100129993838,49.2471300057843
GCP231,Youth Garden Project,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project.",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100090002214, 49.2471299999021], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.100090002214,49.2471299999021
GCP242,Food Scraps Drop Spot,Greenest City Fund Project,Local-Food,"Mount Pleasant, Little Mountain","Mount Pleasant, Little Mountain - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1000279, 49.24698407], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.1000279,49.24698407
GCP246,Neighbourhood Seed Library,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090720007291, 49.2796599997977], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090720007291,49.2796599997977
GCP252,Communilty Kitchen,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090739999752, 49.279634992314], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090739999752,49.279634992314
GCP255,Banana Beat/Mobile Smoothies,Greenest City Fund Project,Local-Food,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090785003246, 49.2796229981299], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090785003246,49.2796229981299
GCP260,BAG a Plant,Greenest City Fund Project,Lighter-Footprint,"Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project.","Carnegie, Strathcona, Ray-Cam - Greenest City Small grants 2012 project",http://vancouver.ca/news-calendar/grants-from-greenest-city-fund-top-500-000-in-first-year-.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.090795005351, 49.2796499918589], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.090795005351,49.2796499918589
GCP262,Electric Vehicle Charging Station,Private projects,Clean-Air,2388 Cambie Street,Home Depot.  4 Level 2 J1772 chargers on level P1 of the Home Depot / Save on Foods parkade (right near the parade entrance off W 7th). Charging is free with paid parking.,http://www.plugshare.com/?location=11340,"{'type': 'Feature', 'geometry': {'coordinates': [-123.114557, 49.2641484], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.114557,49.2641484
GCP275,Electric Vehicle Charging Station,City projects,Clean-Air,4575 Clancy Loranger Way,Hillcrest Community Centre. 3 Level 2 Charging Stations now online. No fee or account required for charging. Part of FCM funded trial.,http://www.plugshare.com/?location=14956,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1077652, 49.24379711], 'type': 'Point'}, 'properties': {}}",Riley Park,-123.1077652,49.24379711
GCP286,Electric Vehicle Charging Station,Private projects,Clean-Air,1180 W Hastings St,Coast Hotel Coal Harbour. Valet only to a secure underground and provide a 120v wall outlet,http://www.plugshare.com/?location=11212,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1217317, 49.28839092], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1217317,49.28839092
GCP318,Community Garden,Private projects,Local-Food,189 W 11th Ave,Church of the Good Sheppard,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1094061, 49.26127221], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1094061,49.26127221
GCP322,Community Garden,Private projects,Local-Food,1081  Burrard St,Dowtown Intercultural Gardeners Society (DIGS),http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1270012, 49.28031006], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1270012,49.28031006
GCP335,Community Garden,Private projects,Local-Food,7500  Angus Dr,Kerrisdale Community Garden,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1490873, 49.21705821], 'type': 'Point'}, 'properties': {}}",Kerrisdale,-123.1490873,49.21705821
GCP287,Electric Vehicle Charging Station,Private projects,Clean-Air,1183 Melville St,Loden Hotel. Stall 11 via valet only.,http://www.plugshare.com/?location=2919,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1234944, 49.2876177], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1234944,49.2876177
GCP306,Community Garden,Private projects,Local-Food,265 E 4th Ave,265 East 4th Ave,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.100004, 49.26739355], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.100004,49.26739355
GCP324,Community Garden,Private projects,Local-Food,5395  Dundee St,Dundee,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.047618999007, 49.2355801100941], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.047618999007,49.2355801100941
GCP325,Community Garden,Private projects,Local-Food,3010 E South Kent  Ave,East Fraserlands - Riverview Park,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.044520019514, 49.2064427083486], 'type': 'Point'}, 'properties': {}}",Killarney,-123.044520019514,49.2064427083486
GCP349,Community Garden,Private projects,Local-Food,3161   Ontario St,Mt Pleasant Park,http://vancouver.ca/people-programs/community-gardens.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1050032, 49.25758578], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1050032,49.25758578
GCP007,LEED Platinum Building Certified in 2010,City projects,Green-Buildings,1 Athletes Way,Creekside Community Recreation Centre,http://www.greenbuildingaudiotours.com/buildings/sefc_community_centre,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1058119, 49.27177976], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1058119,49.27177976
GCP013,LEED Gold Commercial Interior Certified,Private projects,Green-Buildings,555 W 12th AV,MHPM Project Leaders - Vancouver Office,http://www.cagbc.org/Content/NavigationMenu/Programs/LEED/ProjectProfilesandStats/default.htm,"{'type': 'Feature', 'geometry': {'coordinates': [-123.116365, 49.26071507], 'type': 'Point'}, 'properties': {}}",Fairview,-123.116365,49.26071507
GCP024,LEED Gold Building Certified 2010,Private projects,Green-Buildings,1616 Columbia St,Millennium Water - 1616 Columbia Street (Parcel 3),http://www.millenniumdevelopment.com/Olympic-Village/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1092322, 49.27073832], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1092322,49.27073832
GCP045,New Bike pumps,City projects,Green-Transportation,Science World,First of 2 bike pumps installed in 2013.,http://vancouver.ca/streets-transportation/bicycle-parking-racks-and-corrals.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1029899, 49.27335957], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1029899,49.27335957
GCP057,Vancouver Orphaned Spaces,City Studio Project,Access-to-Nature,Grandview-Woodlands neighbourhood,Spring 2012 City Studio Project - Mapping orphaned public spaces in the neighbourhood of Grandview-Woodlands,http://citystudiovancouver.com/projects/mapping-framing-vacant-spaces/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.070304, 49.26918782], 'type': 'Point'}, 'properties': {}}",Grandview-Woodland,-123.070304,49.26918782
GCP073,Community orchards,Private projects,Local-Food,3434 Falaise Av,"At Falaise Park, 25 new fruit trees were planted in 2010. In partnership with the Renfrew-Collingwood Food Security Institute.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=153,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0295505, 49.25535528], 'type': 'Point'}, 'properties': {}}",Renfrew-Collingwood,-123.0295505,49.25535528
GCP084,Community orchards,City projects,Local-Food,110 W 7th Av,"At Jonathan Rogers Park, 30 different types of fruit trees.",http://cfapp.vancouver.ca/parkfinder_wa/index.cfm?fuseaction=FAC.ParkDetails&park_id=137,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1093149, 49.26475931], 'type': 'Point'}, 'properties': {}}",Mount Pleasant,-123.1093149,49.26475931
GCP103,Young Naturalists' Club of BC Society,Greenest City Fund Project,Access-to-Nature,1620 Mount Seymour Rd,2012 Greenest City Community grant fund project. To connect residents to nearby natural spaces.,http://vancouver.ca/news-calendar/city-and-vancouver-foundation-announce-winners-of-greenest-city-community-grants-for-2012.aspx,"{'type': 'Feature', 'geometry': {'coordinates': [-123.1151705, 49.28328672], 'type': 'Point'}, 'properties': {}}",Downtown,-123.1151705,49.28328672
GCP108,Sole Food Farms - urban farms,Private projects,Local-Food,399 Hawks Av,1 of 4 Sole Food Urban Farms producing local produce and providing jobs for people with barriers.,http://solefoodfarms.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.0871861, 49.28015614], 'type': 'Point'}, 'properties': {}}",Strathcona,-123.0871861,49.28015614
GCP112,Food Scraps Drop off at Farmers Markets,Private projects,Local-Food,1100 Comox St,West End Community Center Saturdays 10am-12pm,http://foodscrapsdropspot.tumblr.com/,"{'type': 'Feature', 'geometry': {'coordinates': [-123.136370984069, 49.2904559901367], 'type': 'Point'}, 'properties': {}}",West End,-123.136370984069,49.2904559901367
